Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message,Latitude,Longitude
606002,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Annual Average 2018,01/01/2018,6.53,,42.329481,-88.9232166
606003,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Summer 2018,06/01/2018,7.83,,42.329481,-88.9232166
606004,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Winter 2017-18,12/01/2017,7.82,,42.329481,-88.9232166
643657,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Annual Average 2019,01/01/2019,12.95,,42.329481,-88.9232166
643658,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Summer 2019,06/01/2019,9.6,,42.329481,-88.9232166
643659,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Winter 2018-19,12/01/2018,17.83,,42.329481,-88.9232166
650002,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Annual Average 2019,01/01/2019,5.98,,42.329481,-88.9232166
650003,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Summer 2019,06/01/2019,7.6,,42.329481,-88.9232166
650004,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Winter 2018-19,12/01/2018,6.61,,42.329481,-88.9232166
651035,386,Ozone (O3),Mean,ppb,CD,313,Coney Island (CD13),Summer 2019,06/01/2019,33.61,,42.329481,-88.9232166
667735,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Annual Average 2020,01/01/2020,13.04,,42.329481,-88.9232166
667736,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Winter 2019-20,12/01/2019,20.92,,42.329481,-88.9232166
667737,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Summer 2020,06/01/2020,8.38,,42.329481,-88.9232166
669916,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Annual Average 2020,01/01/2020,5.69,,42.329481,-88.9232166
669917,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Winter 2019-20,12/01/2019,6.97,,42.329481,-88.9232166
669918,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Summer 2020,06/01/2020,6.54,,42.329481,-88.9232166
671111,386,Ozone (O3),Mean,ppb,CD,313,Coney Island (CD13),Summer 2020,06/01/2020,31.56,,42.329481,-88.9232166
219969,386,Ozone (O3),Mean,ppb,Borough,1,Bronx,Summer 2013,06/01/2013,31.25,,40.8466508,-73.8785937
219970,386,Ozone (O3),Mean,ppb,Borough,1,Bronx,Summer 2014,06/01/2014,31.15,,40.8466508,-73.8785937
130440,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,Borough,1,Bronx,2013,01/01/2013,10.3,,40.8466508,-73.8785937
130488,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,Borough,1,Bronx,2013,01/01/2013,1.2,,40.8466508,-73.8785937
130536,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,Borough,1,Bronx,2013,01/01/2013,42.7,,40.8466508,-73.8785937
130728,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,Borough,1,Bronx,2005,01/01/2005,2.8,,40.8466508,-73.8785937
130776,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,Borough,1,Bronx,2005,01/01/2005,3.3,,40.8466508,-73.8785937
130782,639,PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Borough,1,Bronx,2005-2007,01/01/2005,76.5,,40.8466508,-73.8785937
130830,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,1,Bronx,2005-2007,01/01/2005,212.5,,40.8466508,-73.8785937
130926,650,PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,1,Bronx,2005-2007,01/01/2005,30.8,,40.8466508,-73.8785937
130974,651,PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,1,Bronx,2005-2007,01/01/2005,31.3,,40.8466508,-73.8785937
131022,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",Borough,1,Bronx,2005-2007,01/01/2005,3.9,,40.8466508,-73.8785937
131070,653,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,1,Bronx,2005-2007,01/01/2005,136.1,,40.8466508,-73.8785937
131166,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,1,Bronx,2005-2007,01/01/2005,34.1,,40.8466508,-73.8785937
131262,657,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,1,Bronx,2005-2007,01/01/2005,122.3,,40.8466508,-73.8785937
131310,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,1,Bronx,2005-2007,01/01/2005,89.6,,40.8466508,-73.8785937
131358,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,1,Bronx,2005-2007,01/01/2005,13.4,,40.8466508,-73.8785937
131406,657,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,1,Bronx,2009-2011,01/01/2009,67.0,,40.8466508,-73.8785937
131454,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,1,Bronx,2009-2011,01/01/2009,128.2,,40.8466508,-73.8785937
131502,651,PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,1,Bronx,2009-2011,01/01/2009,18.8,,40.8466508,-73.8785937
131550,650,PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,1,Bronx,2009-2011,01/01/2009,20.6,,40.8466508,-73.8785937
131598,639,PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Borough,1,Bronx,2009-2011,01/01/2009,55.0,,40.8466508,-73.8785937
151426,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",Borough,1,Bronx,2009-2011,01/01/2009,4.1,,40.8466508,-73.8785937
151474,653,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,1,Bronx,2009-2011,01/01/2009,146.7,,40.8466508,-73.8785937
151522,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,1,Bronx,2009-2011,01/01/2009,79.8,,40.8466508,-73.8785937
151570,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,1,Bronx,2009-2011,01/01/2009,37.8,,40.8466508,-73.8785937
151618,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,1,Bronx,2009-2011,01/01/2009,13.7,,40.8466508,-73.8785937
151714,644,Traffic Density- Annual Vehicle Miles Traveled for Cars,million miles,per km2,Borough,1,Bronx,2005,01/01/2005,23.9,,40.8466508,-73.8785937
179193,383,Sulfur Dioxide (SO2),Mean,ppb,Borough,1,Bronx,Winter 2008-09,12/01/2008,6.62,,40.8466508,-73.8785937
179198,383,Sulfur Dioxide (SO2),Mean,ppb,Borough,1,Bronx,Winter 2009-10,12/01/2009,4.28,,40.8466508,-73.8785937
179203,383,Sulfur Dioxide (SO2),Mean,ppb,Borough,1,Bronx,Winter 2010-11,12/01/2010,5.44,,40.8466508,-73.8785937
179208,383,Sulfur Dioxide (SO2),Mean,ppb,Borough,1,Bronx,Winter 2011-12,12/01/2011,3.43,,40.8466508,-73.8785937
179213,383,Sulfur Dioxide (SO2),Mean,ppb,Borough,1,Bronx,Winter 2012-13,12/01/2012,2.16,,40.8466508,-73.8785937
179268,375,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Winter 2008-09,12/01/2008,29.29,,40.8466508,-73.8785937
179273,375,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Winter 2009-10,12/01/2009,24.39,,40.8466508,-73.8785937
179278,375,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Winter 2010-11,12/01/2010,28.19,,40.8466508,-73.8785937
179283,375,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Winter 2011-12,12/01/2011,23.48,,40.8466508,-73.8785937
179288,375,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Winter 2012-13,12/01/2012,24.03,,40.8466508,-73.8785937
179343,375,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Summer 2009,06/01/2009,20.83,,40.8466508,-73.8785937
179348,375,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Summer 2010,06/01/2010,19.42,,40.8466508,-73.8785937
179353,375,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Summer 2011,06/01/2011,18.31,,40.8466508,-73.8785937
179358,375,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Summer 2012,06/01/2012,17.02,,40.8466508,-73.8785937
179363,375,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Summer 2013,06/01/2013,15.91,,40.8466508,-73.8785937
179418,375,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Annual Average 2009,12/01/2008,24.52,,40.8466508,-73.8785937
179423,375,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Annual Average 2010,12/01/2009,22.16,,40.8466508,-73.8785937
179428,375,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Annual Average 2011,12/01/2010,22.73,,40.8466508,-73.8785937
179433,375,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Annual Average 2012,12/01/2011,20.99,,40.8466508,-73.8785937
179438,375,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Annual Average 2013,12/01/2012,19.86,,40.8466508,-73.8785937
179493,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Winter 2008-09,12/01/2008,14.08,,40.8466508,-73.8785937
179498,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Winter 2009-10,12/01/2009,10.95,,40.8466508,-73.8785937
179503,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Winter 2010-11,12/01/2010,13.85,,40.8466508,-73.8785937
179508,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Winter 2011-12,12/01/2011,9.93,,40.8466508,-73.8785937
179513,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Winter 2012-13,12/01/2012,11.16,,40.8466508,-73.8785937
179568,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Summer 2009,06/01/2009,10.73,,40.8466508,-73.8785937
179573,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Summer 2010,06/01/2010,12.12,,40.8466508,-73.8785937
179578,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Summer 2011,06/01/2011,11.66,,40.8466508,-73.8785937
179583,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Summer 2012,06/01/2012,10.51,,40.8466508,-73.8785937
179588,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Summer 2013,06/01/2013,10.44,,40.8466508,-73.8785937
179643,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Annual Average 2009,12/01/2008,11.05,,40.8466508,-73.8785937
179648,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Annual Average 2010,12/01/2009,10.14,,40.8466508,-73.8785937
179653,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Annual Average 2011,12/01/2010,10.82,,40.8466508,-73.8785937
179658,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Annual Average 2012,12/01/2011,9.54,,40.8466508,-73.8785937
179663,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Annual Average 2013,12/01/2012,9.1,,40.8466508,-73.8785937
179763,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,Borough,1,Bronx,2015,01/01/2015,39.5,,40.8466508,-73.8785937
179811,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,Borough,1,Bronx,2015,01/01/2015,6.3,,40.8466508,-73.8785937
179859,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,Borough,1,Bronx,2015,01/01/2015,0.9,,40.8466508,-73.8785937
211345,383,Sulfur Dioxide (SO2),Mean,ppb,Borough,1,Bronx,Winter 2013-14,12/01/2013,2.08,,40.8466508,-73.8785937
211360,375,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Winter 2013-14,12/01/2013,25.87,,40.8466508,-73.8785937
211375,375,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Summer 2014,06/01/2014,15.75,,40.8466508,-73.8785937
211390,375,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Annual Average 2014,12/01/2013,19.8,,40.8466508,-73.8785937
211405,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Winter 2013-14,12/01/2013,12.5,,40.8466508,-73.8785937
211420,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Summer 2014,06/01/2014,8.85,,40.8466508,-73.8785937
